key,pearson_r,mae,rmse,train_time,ms_per_mol,n_params,epochs_run,stopped_early,dataset,model,level_id,seed
QM9_D-MPNN_1_123,0.8423161506652832,0.009112302213907242,0.012137460345100099,120.8379921913147,1.9142592904631142,471041,69,1,QM9,D-MPNN,1,123
QM9_D-MPNN_1_1618,0.8336037397384644,0.00826187152415514,0.010684200260714092,138.9979989528656,1.9065269876125694,471041,80,0,QM9,D-MPNN,1,1618
QM9_D-MPNN_1_1729,0.9255897998809814,0.008450805209577084,0.010840904190950124,138.52299618721008,1.9040599219981365,471041,80,0,QM9,D-MPNN,1,1729
QM9_D-MPNN_1_2048,0.8991949558258057,0.008956324309110641,0.011504895488727821,138.68398475646973,1.9159958087425961,471041,80,0,QM9,D-MPNN,1,2048
QM9_D-MPNN_1_2222,0.8053142428398132,0.008105575107038021,0.010832031545078454,130.7809977531433,1.900726703415156,471041,75,1,QM9,D-MPNN,1,2222
QM9_D-MPNN_1_271,0.7986255288124084,0.007840550504624844,0.011606414373209747,139.02699947357178,1.9198614038207609,471041,80,0,QM9,D-MPNN,1,271
QM9_D-MPNN_1_314,0.8571336269378662,0.009559696540236473,0.014009301591574102,112.31900095939636,1.8985962119052566,471041,64,1,QM9,D-MPNN,1,314
QM9_D-MPNN_1_3141,0.8340487480163574,0.008873771876096725,0.01234261673730424,139.60999846458435,1.9178613677598038,471041,80,0,QM9,D-MPNN,1,3141
QM9_D-MPNN_1_3333,0.8427258729934692,0.00812376756221056,0.01067474377339678,139.43800497055054,1.9077628570776382,471041,80,0,QM9,D-MPNN,1,3333
QM9_D-MPNN_1_42,0.8399819135665894,0.009848556481301785,0.013277214809954902,139.0879979133606,1.9160853488356744,471041,80,0,QM9,D-MPNN,1,42
QM9_D-MPNN_1_4444,0.7886490821838379,0.012122121639549732,0.015376808090869342,89.25399994850159,1.8961279700140816,471041,51,1,QM9,D-MPNN,1,4444
QM9_D-MPNN_1_456,0.7730851173400879,0.008868950419127941,0.013345326795035504,139.94999814033508,1.907795967678363,471041,80,0,QM9,D-MPNN,1,456
QM9_D-MPNN_1_5555,0.8432579040527344,0.01008225604891777,0.013937307996179758,111.17200493812561,1.9251285008457757,471041,63,1,QM9,D-MPNN,1,5555
QM9_D-MPNN_1_6666,0.8070501089096069,0.00857624039053917,0.011360212009569333,140.77098631858826,1.9018621283838357,471041,80,0,QM9,D-MPNN,1,6666
QM9_D-MPNN_1_7777,0.8310222625732422,0.008766076527535915,0.011109557065171024,140.23699641227722,1.9190612813060828,471041,80,0,QM9,D-MPNN,1,7777
QM9_D-MPNN_1_789,0.8557652235031128,0.008303685113787651,0.011236547426551662,130.26399970054626,1.9483574549908145,471041,75,1,QM9,D-MPNN,1,789
QM9_D-MPNN_1_8888,0.844242513179779,0.008447960950434208,0.011443520849608594,140.4879994392395,1.8991266491333798,471041,80,0,QM9,D-MPNN,1,8888
QM9_D-MPNN_1_9999,0.8720829486846924,0.009167179465293884,0.012058156081543519,140.05666160583496,1.9107274241714178,471041,80,0,QM9,D-MPNN,1,9999
QM9_D-MPNN_2_1024,0.7678564190864563,0.009191464632749557,0.011893397162269944,82.08199977874756,2.040923074910113,471041,46,1,QM9,D-MPNN,2,1024
QM9_D-MPNN_2_1111,0.7950983047485352,0.009739157743752003,0.012965574641492237,93.353999376297,2.0491722878062477,471041,52,1,QM9,D-MPNN,2,1111
QM9_D-MPNN_2_123,0.8123452663421631,0.009818881750106812,0.013217203249855999,124.28099751472473,2.030602295610601,471041,69,1,QM9,D-MPNN,2,123
QM9_D-MPNN_2_1618,0.7996393442153931,0.008886699564754963,0.011772407311491814,112.50198602676392,2.037656331858688,471041,64,1,QM9,D-MPNN,2,1618
QM9_D-MPNN_2_1729,0.9001559019088745,0.009528790600597858,0.012229486911143209,140.77899980545044,2.0364708356503147,471041,80,0,QM9,D-MPNN,2,1729
QM9_D-MPNN_2_2048,0.8647886514663696,0.009879394434392452,0.012800342153912708,136.21999740600586,2.0358024561307424,471041,77,1,QM9,D-MPNN,2,2048
QM9_D-MPNN_2_2222,0.7697867155075073,0.008587864227592945,0.011686532865619147,141.80199813842773,2.0358022812787944,471041,80,0,QM9,D-MPNN,2,2222
QM9_D-MPNN_2_271,0.757477879524231,0.008441062644124031,0.012400281797612862,101.68900060653687,2.0377927958563937,471041,57,1,QM9,D-MPNN,2,271
QM9_D-MPNN_2_314,0.8318839073181152,0.010410001501441002,0.014671506697102925,92.43399691581726,2.0493896605690463,471041,52,1,QM9,D-MPNN,2,314
QM9_D-MPNN_2_3141,0.788807213306427,0.009872714057564735,0.013554151370524303,140.90300011634827,2.027001823772708,471041,80,0,QM9,D-MPNN,2,3141
QM9_D-MPNN_2_3333,0.836248517036438,0.008445185609161854,0.010954571895656927,142.09600114822388,2.023188477635773,471041,80,0,QM9,D-MPNN,2,3333
QM9_D-MPNN_2_42,0.7831459641456604,0.011221122927963734,0.015571142860161653,117.22099876403809,2.0835460984823713,471041,66,1,QM9,D-MPNN,2,42
QM9_D-MPNN_2_4444,0.7745828628540039,0.010045970790088177,0.01315498559461447,106.47499918937683,2.013000935520742,471041,60,1,QM9,D-MPNN,2,4444
QM9_D-MPNN_2_456,0.7131048440933228,0.010136671364307404,0.014697607288318077,86.99699854850769,2.0392693569758897,471041,49,1,QM9,D-MPNN,2,456
QM9_D-MPNN_2_5555,0.8356647491455078,0.009909496642649174,0.013687004080235406,137.7660048007965,2.0483274985666364,471041,77,1,QM9,D-MPNN,2,5555
QM9_D-MPNN_2_6666,0.7571911811828613,0.009567447006702423,0.012716750924468712,141.69999837875366,2.0168108640968723,471041,80,0,QM9,D-MPNN,2,6666
